word	number_stories_observed	number_words_read	condition	number_observed	baseline_prob_3_word_265	baseline_prob_3_word_100	baseline_prob_3_word_30	baseline_prob_2_word_100	baseline_prob_1_word_100	baseline_prob_2_word_30	baseline_prob_1_word_30
postantibiot	1	265	Chain	1	0.011971578619590894	0.013772445460358352	0.01636933053637805	0.01673645217505511	0.013274527497908395	0.019880953900223614	0.015779028983805243
move	1	265	Chain	1	0.011968119589453331	0.013768473344489917	0.01636462187971347	0.016730903094613173	0.013269524471717642	0.019874383312950085	0.01577309712685882
popularli	1	265	Chain	1	0.011966266325851564	0.013766345180402845	0.01636209909185148	0.016727930250401337	0.01326684434921323	0.019870863204644453	0.015769919424795185
insid	1	265	Chain	1	0.011951065138146727	0.013748889106844811	0.016341406074968937	0.016703551544384423	0.013244870850644215	0.019841996527508603	0.015743866301929157
lab	1	265	Chain	1	0.011873154717343785	0.013659420484842696	0.016235344792189438	0.01661746229961368	0.01319412248237828	0.019740056625949503	0.015683695098224232
compound	1	265	Chain	1	0.011772328103865358	0.013543632846085058	0.016098078036889833	0.01641766717363924	0.012987824490999993	0.019503462517206183	0.015439080167325264
across	1	265	Chain	1	0.01175724103059296	0.013526306791386377	0.016077537400027042	0.016465037434932828	0.01307988280577023	0.019559559236980606	0.015548239398905745
lethal	1	265	Chain	1	0.011585600041587993	0.013329187995652426	0.01584383667058526	0.016120497171019297	0.012721867843861607	0.019151525256842297	0.015123697348443113
took	1	265	Chain	1	0.011576190599508936	0.01331838154998809	0.01583102422096906	0.016105562724052527	0.01270853534749636	0.019133837395364724	0.015107886257033723
too	1	265	Chain	1	0.01148286624152805	0.013211199809482337	0.015703943432874845	0.016065103191015777	0.012747187641251833	0.019085917964985304	0.01515372403369566
alway	1	265	Chain	1	0.01063274409027315	0.012234705948058821	0.014545916635439058	0.01480474813183824	0.01168377847033401	0.01759280844253066	0.013892379329774019
other	1	265	Chain	1	0.010134277624723376	0.011662024231152498	0.013866570553267335	0.015749075318101907	0.013874959509628998	0.018711595616593815	0.01649085106853386
concern	1	265	Chain	1	0.009217255818141926	0.010608242514844662	0.01261612862875898	0.014205310197752802	0.012402325880567128	0.016882417587056046	0.014744728330739433
“superbugs”	1	265	Chain	1	0.006930999578943959	0.00797974350856063	0.009494892214935978	0.010434697880454894	0.008883759210547262	0.012410148170898265	0.010568728612836822
had	1	265	Chain	1	0.006930999578943959	0.00797974350856063	0.009494892214935978	0.010434697880454894	0.008883759210547262	0.012410148170898265	0.010568728612836822
which	1	265	Chain	1	0.006930999578943959	0.00797974350856063	0.009494892214935978	0.010434697880454894	0.008883759210547262	0.012410148170898265	0.010568728612836822
extraordinari	1	265	Chain	1	0.006930999578943959	0.00797974350856063	0.009494892214935978	0.010434697880454894	0.008883759210547262	0.012410148170898265	0.010568728612836822
charter	1	265	Chain	1	0.006930999578943959	0.00797974350856063	0.009494892214935978	0.010434697880454894	0.008883759210547262	0.012410148170898265	0.010568728612836822
fluoresc	1	265	Chain	1	0.006930999578943959	0.00797974350856063	0.009494892214935978	0.010434697880454894	0.008883759210547262	0.012410148170898265	0.010568728612836822
tini	1	265	Chain	1	0.006930999578943959	0.00797974350856063	0.009494892214935978	0.010434697880454894	0.008883759210547262	0.012410148170898265	0.010568728612836822
kids’	1	265	Chain	1	0.006930999578943959	0.00797974350856063	0.009494892214935978	0.010434697880454894	0.008883759210547262	0.012410148170898265	0.010568728612836822
promis	1	265	Chain	1	0.006884139764477494	0.0079258498284367	0.009430862789265132	0.01037310888414487	0.00883867724321825	0.01233704478524033	0.010515186733165875
suddenli	1	265	Chain	1	0.006810208008194162	0.007840819023174524	0.009329837615492801	0.0102427469327123	0.008710949008074124	0.01218230529351103	0.010363484481205259
version	1	265	Chain	1	0.006699042034486681	0.007712960585387228	0.009177922704029486	0.010066600768452214	0.008552818632549938	0.011973207730610492	0.010175663468766295
more	1	265	Chain	1	0.006645468344235972	0.007651340828373938	0.00910470657842072	0.009995998763121183	0.008500946207477787	0.011889394357454857	0.01011404897546354
