,condition,layer_n,k,story_merged
3375,Multiple-pathway,6,1,0.024390243902439025
3376,Multiple-pathway,6,1,0.13636363636363635
3377,Multiple-pathway,6,1,0.03333333333333333
3378,Multiple-pathway,6,1,0.13333333333333333
3379,Multiple-pathway,6,1,0.0
3380,Multiple-pathway,6,1,0.06818181818181818
3381,Multiple-pathway,6,1,0.04081632653061224
3382,Multiple-pathway,6,1,0.08108108108108109
3383,Multiple-pathway,6,1,0.06521739130434782
3384,Multiple-pathway,6,1,0.07142857142857142
3385,Multiple-pathway,6,1,0.14285714285714285
3386,Multiple-pathway,6,1,0.09259259259259259
3387,Multiple-pathway,6,1,0.07692307692307693
3388,Multiple-pathway,6,1,0.046153846153846156
3389,Multiple-pathway,6,1,0.034482758620689655
3390,Multiple-pathway,6,1,0.03571428571428571
3391,Multiple-pathway,6,1,0.11363636363636363
3392,Multiple-pathway,6,1,0.029411764705882353
3393,Multiple-pathway,6,1,0.0975609756097561
3394,Multiple-pathway,6,1,0.0425531914893617
3395,Multiple-pathway,6,1,0.02702702702702703
3396,Multiple-pathway,6,1,0.044444444444444446
3397,Multiple-pathway,6,1,0.04
3398,Multiple-pathway,6,1,0.04878048780487805
3399,Multiple-pathway,6,1,0.11363636363636363
3400,Multiple-pathway,6,1,0.02040816326530612
3401,Multiple-pathway,6,1,0.05128205128205128
3402,Multiple-pathway,6,1,0.03636363636363636
3403,Multiple-pathway,6,1,0.03773584905660377
3404,Multiple-pathway,6,1,0.023255813953488372
3405,Multiple-pathway,6,1,0.06060606060606061
3406,Multiple-pathway,6,1,0.09090909090909091
3407,Multiple-pathway,6,1,0.03636363636363636
3408,Multiple-pathway,6,1,0.13333333333333333
3409,Multiple-pathway,6,1,0.061224489795918366
3410,Multiple-pathway,6,1,0.075
3411,Multiple-pathway,6,1,0.04225352112676056
3412,Multiple-pathway,6,1,0.12162162162162163
3413,Multiple-pathway,6,1,0.12857142857142856
3414,Multiple-pathway,6,1,0.06896551724137931
3415,Multiple-pathway,6,1,0.04938271604938271
3416,Multiple-pathway,6,1,0.04878048780487805
3417,Multiple-pathway,6,1,0.0547945205479452
3418,Multiple-pathway,6,1,0.13414634146341464
3419,Multiple-pathway,6,1,0.036585365853658534
3420,Multiple-pathway,6,1,0.05813953488372093
3421,Multiple-pathway,6,1,0.014285714285714285
3422,Multiple-pathway,6,1,0.058823529411764705
3423,Multiple-pathway,6,1,0.09473684210526316
3424,Multiple-pathway,6,1,0.060240963855421686
3425,Multiple-pathway,6,1,0.11428571428571428
3426,Multiple-pathway,6,1,0.11428571428571428
3427,Multiple-pathway,6,1,0.058823529411764705
3428,Multiple-pathway,6,1,0.05263157894736842
3429,Multiple-pathway,6,1,0.06666666666666667
3430,Multiple-pathway,6,1,0.038461538461538464
3431,Multiple-pathway,6,1,0.04411764705882353
3432,Multiple-pathway,6,1,0.04938271604938271
3433,Multiple-pathway,6,1,0.05357142857142857
3434,Multiple-pathway,6,1,0.05555555555555555
3435,Multiple-pathway,6,1,0.06976744186046512
3436,Multiple-pathway,6,1,0.027777777777777776
3437,Multiple-pathway,6,1,0.02702702702702703
3438,Multiple-pathway,6,1,0.07692307692307693
3439,Multiple-pathway,6,1,0.10204081632653061
3440,Multiple-pathway,6,1,0.1282051282051282
3441,Multiple-pathway,6,1,0.1282051282051282
3442,Multiple-pathway,6,1,0.024096385542168676
3443,Multiple-pathway,6,1,0.03076923076923077
3444,Multiple-pathway,6,1,0.07575757575757576
3445,Multiple-pathway,6,1,0.043478260869565216
3446,Multiple-pathway,6,1,0.013888888888888888
3447,Multiple-pathway,6,1,0.05333333333333334
3448,Multiple-pathway,6,1,0.024390243902439025
3449,Multiple-pathway,6,1,0.07920792079207921
3450,Multiple-pathway,6,1,0.047619047619047616
3451,Multiple-pathway,6,1,0.04838709677419355
3452,Multiple-pathway,6,1,0.057971014492753624
3453,Multiple-pathway,6,1,0.24242424242424243
3454,Multiple-pathway,6,1,0.043478260869565216
3455,Multiple-pathway,6,1,0.027777777777777776
3456,Multiple-pathway,6,1,0.07142857142857142
3457,Multiple-pathway,6,1,0.0759493670886076
3458,Multiple-pathway,6,1,0.07692307692307693
3459,Multiple-pathway,6,1,0.05128205128205128
3460,Multiple-pathway,6,1,0.07017543859649122
3461,Multiple-pathway,6,1,0.044444444444444446
3462,Multiple-pathway,6,1,0.07547169811320754
3463,Multiple-pathway,6,1,0.05172413793103448
3464,Multiple-pathway,6,1,0.1
3465,Multiple-pathway,6,1,0.1111111111111111
3466,Multiple-pathway,6,1,0.03773584905660377
3467,Multiple-pathway,6,1,0.13114754098360656
3468,Multiple-pathway,6,1,0.12962962962962962
3469,Multiple-pathway,6,1,0.03333333333333333
3470,Multiple-pathway,6,1,0.08163265306122448
3471,Multiple-pathway,6,1,0.06153846153846154
3472,Multiple-pathway,6,1,0.11666666666666667
3473,Multiple-pathway,6,1,0.05660377358490566
3474,Multiple-pathway,6,1,0.11320754716981132
3475,Multiple-pathway,6,1,0.06818181818181818
3476,Multiple-pathway,6,1,0.11363636363636363
3477,Multiple-pathway,6,1,0.14634146341463414
3478,Multiple-pathway,6,1,0.0625
3479,Multiple-pathway,6,1,0.13043478260869565
3480,Multiple-pathway,6,1,0.10256410256410256
3481,Multiple-pathway,6,1,0.03508771929824561
3482,Multiple-pathway,6,1,0.11764705882352941
3483,Multiple-pathway,6,1,0.045454545454545456
3484,Multiple-pathway,6,1,0.05714285714285714
3485,Multiple-pathway,6,1,0.11764705882352941
3486,Multiple-pathway,6,1,0.06666666666666667
3487,Multiple-pathway,6,1,0.029411764705882353
3488,Multiple-pathway,6,1,0.1
3489,Multiple-pathway,6,1,0.047619047619047616
3490,Multiple-pathway,6,1,0.09302325581395349
3491,Multiple-pathway,6,1,0.09803921568627451
3492,Multiple-pathway,6,1,0.05454545454545454
3493,Multiple-pathway,6,1,0.06976744186046512
3494,Multiple-pathway,6,1,0.07017543859649122
3495,Multiple-pathway,6,1,0.04878048780487805
3496,Multiple-pathway,6,1,0.08
3497,Multiple-pathway,6,1,0.06666666666666667
3498,Multiple-pathway,6,1,0.08108108108108109
3499,Multiple-pathway,6,1,0.0847457627118644
3500,Multiple-pathway,6,1,0.02564102564102564
3501,Multiple-pathway,6,1,0.07894736842105263
3502,Multiple-pathway,6,1,0.10344827586206896
3503,Multiple-pathway,6,1,0.043478260869565216
3504,Multiple-pathway,6,1,0.045454545454545456
3505,Multiple-pathway,6,1,0.09375
3506,Multiple-pathway,6,1,0.08333333333333333
3507,Multiple-pathway,6,1,0.17391304347826086
3508,Multiple-pathway,6,1,0.06666666666666667
3509,Multiple-pathway,6,1,0.09259259259259259
3510,Multiple-pathway,6,1,0.2222222222222222
3511,Multiple-pathway,6,1,0.06451612903225806
3512,Multiple-pathway,6,1,0.09523809523809523
3513,Multiple-pathway,6,1,0.03896103896103896
3514,Multiple-pathway,6,1,0.0425531914893617
3515,Multiple-pathway,6,1,0.06896551724137931
3516,Multiple-pathway,6,1,0.09375
3517,Multiple-pathway,6,1,0.09090909090909091
3518,Multiple-pathway,6,1,0.13157894736842105
3519,Multiple-pathway,6,1,0.030303030303030304
3520,Multiple-pathway,6,1,0.15151515151515152
3521,Multiple-pathway,6,1,0.11538461538461539
3522,Multiple-pathway,6,1,0.125
3523,Multiple-pathway,6,1,0.10204081632653061
3524,Multiple-pathway,6,1,0.12903225806451613
3525,Multiple-pathway,6,1,0.027777777777777776
3526,Multiple-pathway,6,1,0.04411764705882353
3527,Multiple-pathway,6,1,0.14285714285714285
3528,Multiple-pathway,6,1,0.1
3529,Multiple-pathway,6,1,0.13043478260869565
3530,Multiple-pathway,6,1,0.038461538461538464
3531,Multiple-pathway,6,1,0.07692307692307693
3532,Multiple-pathway,6,1,0.13333333333333333
3533,Multiple-pathway,6,1,0.14705882352941177
3534,Multiple-pathway,6,1,0.04918032786885246
3535,Multiple-pathway,6,1,0.05
3536,Multiple-pathway,6,1,0.05263157894736842
3537,Multiple-pathway,6,1,0.08108108108108109
3538,Multiple-pathway,6,1,0.0
3539,Multiple-pathway,6,1,0.125
3540,Multiple-pathway,6,1,0.08108108108108109
3541,Multiple-pathway,6,1,0.10256410256410256
3542,Multiple-pathway,6,0,0.08
3543,Multiple-pathway,6,1,0.06896551724137931
3544,Multiple-pathway,6,1,0.125
3545,Multiple-pathway,6,2,0.029411764705882353
3546,Multiple-pathway,6,2,0.022222222222222223
3547,Multiple-pathway,6,2,0.09615384615384616
3548,Multiple-pathway,6,2,0.05
3549,Multiple-pathway,6,2,0.06896551724137931
3550,Multiple-pathway,6,2,0.05405405405405406
3551,Multiple-pathway,6,2,0.02666666666666667
3552,Multiple-pathway,6,2,0.13157894736842105
3553,Multiple-pathway,6,2,0.08695652173913043
3554,Multiple-pathway,6,2,0.027777777777777776
3555,Multiple-pathway,6,2,0.08888888888888889
3556,Multiple-pathway,6,2,0.05660377358490566
3557,Multiple-pathway,6,2,0.06666666666666667
3558,Multiple-pathway,6,2,0.125
3559,Multiple-pathway,6,2,0.0392156862745098
3560,Multiple-pathway,6,2,0.12727272727272726
3561,Multiple-pathway,6,2,0.08928571428571429
3562,Multiple-pathway,6,2,0.03333333333333333
3563,Multiple-pathway,6,2,0.02127659574468085
3564,Multiple-pathway,6,2,0.10344827586206896
3565,Multiple-pathway,6,2,0.08823529411764706
3566,Multiple-pathway,6,2,0.022222222222222223
3567,Multiple-pathway,6,2,0.06666666666666667
3568,Multiple-pathway,6,2,0.10256410256410256
3569,Multiple-pathway,6,2,0.17391304347826086
3570,Multiple-pathway,6,2,0.08333333333333333
3571,Multiple-pathway,6,2,0.037037037037037035
3572,Multiple-pathway,6,2,0.09090909090909091
3573,Multiple-pathway,6,2,0.05714285714285714
3574,Multiple-pathway,6,2,0.05263157894736842
3575,Multiple-pathway,6,2,0.06666666666666667
3576,Multiple-pathway,6,2,0.08695652173913043
3577,Multiple-pathway,6,2,0.03225806451612903
3578,Multiple-pathway,6,2,0.03125
3579,Multiple-pathway,6,2,0.08108108108108109
3580,Multiple-pathway,6,2,0.10344827586206896
3581,Multiple-pathway,6,2,0.08571428571428572
3582,Multiple-pathway,6,2,0.05714285714285714
3583,Multiple-pathway,6,2,0.06976744186046512
3584,Multiple-pathway,6,2,0.07142857142857142
3585,Multiple-pathway,6,2,0.05
3586,Multiple-pathway,6,2,0.06818181818181818
3587,Multiple-pathway,6,2,0.06
3588,Multiple-pathway,6,2,0.02
3589,Multiple-pathway,6,2,0.03571428571428571
3590,Multiple-pathway,6,2,0.0
3591,Multiple-pathway,6,2,0.04
3592,Multiple-pathway,6,2,0.015873015873015872
3593,Multiple-pathway,6,2,0.034482758620689655
3594,Multiple-pathway,6,2,0.03333333333333333
3595,Multiple-pathway,6,2,0.08571428571428572
3596,Multiple-pathway,6,2,0.07142857142857142
3597,Multiple-pathway,6,2,0.023255813953488372
3598,Multiple-pathway,6,2,0.058823529411764705
3599,Multiple-pathway,6,2,0.1
3600,Multiple-pathway,6,2,0.13157894736842105
3601,Multiple-pathway,6,2,0.0
3602,Multiple-pathway,6,2,0.12195121951219512
3603,Multiple-pathway,6,2,0.09375
3604,Multiple-pathway,6,2,0.043478260869565216
3605,Multiple-pathway,6,2,0.06451612903225806
3606,Multiple-pathway,6,2,0.1
3607,Multiple-pathway,6,2,0.029411764705882353
3608,Multiple-pathway,6,2,0.13793103448275862
3609,Multiple-pathway,6,2,0.06451612903225806
3610,Multiple-pathway,6,2,0.027777777777777776
3611,Multiple-pathway,6,2,0.06896551724137931
3612,Multiple-pathway,6,2,0.07352941176470588
3613,Multiple-pathway,6,2,0.09433962264150944
3614,Multiple-pathway,6,2,0.021739130434782608
3615,Multiple-pathway,6,2,0.057692307692307696
3616,Multiple-pathway,6,2,0.08139534883720931
3617,Multiple-pathway,6,2,0.09259259259259259
3618,Multiple-pathway,6,2,0.05555555555555555
3619,Multiple-pathway,6,2,0.0
3620,Multiple-pathway,6,2,0.0
3621,Multiple-pathway,6,2,0.05555555555555555
3622,Multiple-pathway,6,2,0.041666666666666664
3623,Multiple-pathway,6,2,0.0
3624,Multiple-pathway,6,2,0.03125
3625,Multiple-pathway,6,2,0.03225806451612903
3626,Multiple-pathway,6,2,0.0
3627,Multiple-pathway,6,2,0.06060606060606061
3628,Multiple-pathway,6,2,0.043478260869565216
3629,Multiple-pathway,6,2,0.038461538461538464
3630,Multiple-pathway,6,2,0.1724137931034483
3631,Multiple-pathway,6,2,0.125
3632,Multiple-pathway,6,2,0.04878048780487805
3633,Multiple-pathway,6,2,0.08
3634,Multiple-pathway,6,2,0.09523809523809523
3635,Multiple-pathway,6,2,0.09433962264150944
3636,Multiple-pathway,6,2,0.09433962264150944
3637,Multiple-pathway,6,2,0.10344827586206896
3638,Multiple-pathway,6,2,0.06060606060606061
3639,Multiple-pathway,6,2,0.0625
3640,Multiple-pathway,6,2,0.047619047619047616
3641,Multiple-pathway,6,2,0.045454545454545456
3642,Multiple-pathway,6,2,0.06451612903225806
3643,Multiple-pathway,6,2,0.05128205128205128
3644,Multiple-pathway,6,2,0.03125
3645,Multiple-pathway,6,2,0.08333333333333333
3646,Multiple-pathway,6,2,0.0
3647,Multiple-pathway,6,2,0.06818181818181818
3648,Multiple-pathway,6,2,0.15
3649,Multiple-pathway,6,2,0.06818181818181818
3650,Multiple-pathway,6,2,0.06521739130434782
3651,Multiple-pathway,6,2,0.030303030303030304
3652,Multiple-pathway,6,2,0.11764705882352941
3653,Multiple-pathway,6,2,0.11764705882352941
3654,Multiple-pathway,6,2,0.1509433962264151
3655,Multiple-pathway,6,2,0.1076923076923077
3656,Multiple-pathway,6,2,0.12195121951219512
3657,Multiple-pathway,6,2,0.06521739130434782
3658,Multiple-pathway,6,2,0.1206896551724138
3659,Multiple-pathway,6,2,0.02857142857142857
3660,Multiple-pathway,6,2,0.11904761904761904
3661,Multiple-pathway,6,2,0.11627906976744186
3662,Multiple-pathway,6,2,0.057692307692307696
3663,Multiple-pathway,6,2,0.1076923076923077
3664,Multiple-pathway,6,2,0.06818181818181818
3665,Multiple-pathway,6,2,0.061224489795918366
3666,Multiple-pathway,6,2,0.1509433962264151
3667,Multiple-pathway,6,2,0.15384615384615385
3668,Multiple-pathway,6,2,0.03389830508474576
3669,Multiple-pathway,6,2,0.14545454545454545
3670,Multiple-pathway,6,2,0.10638297872340426
3671,Multiple-pathway,6,2,0.1016949152542373
3672,Multiple-pathway,6,2,0.041666666666666664
3673,Multiple-pathway,6,2,0.1276595744680851
3674,Multiple-pathway,6,2,0.04081632653061224
3675,Multiple-pathway,6,2,0.058823529411764705
3676,Multiple-pathway,6,2,0.044444444444444446
3677,Multiple-pathway,6,2,0.06153846153846154
3678,Multiple-pathway,6,2,0.0958904109589041
3679,Multiple-pathway,6,2,0.08333333333333333
3680,Multiple-pathway,6,2,0.058823529411764705
3681,Multiple-pathway,6,2,0.03333333333333333
3682,Multiple-pathway,6,2,0.1111111111111111
3683,Multiple-pathway,6,2,0.15789473684210525
3684,Multiple-pathway,6,2,0.06896551724137931
3685,Multiple-pathway,6,2,0.05454545454545454
3686,Multiple-pathway,6,2,0.06818181818181818
3687,Multiple-pathway,6,2,0.16
3688,Multiple-pathway,6,2,0.1111111111111111
3689,Multiple-pathway,6,2,0.15625
3690,Multiple-pathway,6,2,0.11538461538461539
3691,Multiple-pathway,6,2,0.16666666666666666
3692,Multiple-pathway,6,2,0.030303030303030304
3693,Multiple-pathway,6,2,0.04878048780487805
3694,Multiple-pathway,6,2,0.2
3695,Multiple-pathway,6,2,0.058823529411764705
3696,Multiple-pathway,6,2,0.12307692307692308
3697,Multiple-pathway,6,2,0.05263157894736842
3698,Multiple-pathway,6,2,0.04411764705882353
3699,Multiple-pathway,6,2,0.09433962264150944
3700,Multiple-pathway,6,2,0.075
3701,Multiple-pathway,6,2,0.0
3702,Multiple-pathway,6,2,0.02564102564102564
3703,Multiple-pathway,6,2,0.02631578947368421
3704,Multiple-pathway,6,2,0.047619047619047616
3705,Multiple-pathway,6,2,0.038461538461538464
3706,Multiple-pathway,6,2,0.05555555555555555
3707,Multiple-pathway,6,2,0.08955223880597014
3708,Multiple-pathway,6,2,0.023255813953488372
3709,Multiple-pathway,6,2,0.03773584905660377
3710,Multiple-pathway,6,2,0.0
3711,Multiple-pathway,6,2,0.03278688524590164
3712,Multiple-pathway,6,2,0.018518518518518517
3713,Multiple-pathway,6,2,0.07017543859649122
3714,Multiple-pathway,6,2,0.034482758620689655
3715,Multiple-pathway,6,2,0.09523809523809523
3716,Multiple-pathway,6,2,0.0625
3717,Multiple-pathway,6,2,0.078125
3718,Multiple-pathway,6,2,0.1
3719,Multiple-pathway,6,2,0.06382978723404255
3720,Multiple-pathway,6,2,0.05263157894736842
3721,Multiple-pathway,6,2,0.08823529411764706
3722,Multiple-pathway,6,2,0.05454545454545454
3723,Multiple-pathway,6,2,0.09523809523809523
3724,Multiple-pathway,6,2,0.038461538461538464
3725,Multiple-pathway,6,2,0.04878048780487805
3726,Multiple-pathway,6,2,0.02
3727,Multiple-pathway,6,2,0.022988505747126436
3728,Multiple-pathway,6,2,0.057692307692307696
3729,Multiple-pathway,6,2,0.1590909090909091
3730,Multiple-pathway,6,2,0.021739130434782608
3731,Multiple-pathway,6,2,0.10344827586206896
3732,Multiple-pathway,6,2,0.15384615384615385
3733,Multiple-pathway,6,2,0.14516129032258066
3734,Multiple-pathway,6,2,0.07692307692307693
3735,Multiple-pathway,6,2,0.022727272727272728
3736,Multiple-pathway,6,2,0.06
3737,Multiple-pathway,6,2,0.0963855421686747
3738,Multiple-pathway,6,2,0.09615384615384616
3739,Multiple-pathway,6,2,0.10416666666666667
3740,Multiple-pathway,6,2,0.06521739130434782
3741,Multiple-pathway,6,2,0.05555555555555555
3742,Multiple-pathway,6,2,0.10714285714285714
3743,Multiple-pathway,6,2,0.034482758620689655
3744,Multiple-pathway,6,2,0.045454545454545456
3745,Multiple-pathway,6,2,0.125
3746,Multiple-pathway,6,2,0.16216216216216217
3747,Multiple-pathway,6,2,0.10869565217391304
3748,Multiple-pathway,6,2,0.14102564102564102
3749,Multiple-pathway,6,2,0.14583333333333334
3750,Multiple-pathway,6,2,0.07547169811320754
3751,Multiple-pathway,6,2,0.11320754716981132
3752,Multiple-pathway,6,2,0.0425531914893617
3753,Multiple-pathway,6,2,0.11627906976744186
3754,Multiple-pathway,6,2,0.09523809523809523
3755,Multiple-pathway,6,2,0.14
3756,Multiple-pathway,6,2,0.13333333333333333
3757,Multiple-pathway,6,2,0.10416666666666667
3758,Multiple-pathway,6,2,0.13513513513513514
3759,Multiple-pathway,6,2,0.16279069767441862
3760,Multiple-pathway,6,2,0.07317073170731707
3761,Multiple-pathway,6,2,0.058823529411764705
3762,Multiple-pathway,6,2,0.10909090909090909
3763,Multiple-pathway,6,2,0.09433962264150944
3764,Multiple-pathway,6,2,0.08888888888888889
3765,Multiple-pathway,6,2,0.0975609756097561
3766,Multiple-pathway,6,2,0.0851063829787234
3767,Multiple-pathway,6,2,0.08536585365853659
3768,Multiple-pathway,6,2,0.018518518518518517
3769,Multiple-pathway,6,2,0.1016949152542373
3770,Multiple-pathway,6,2,0.038461538461538464
3771,Multiple-pathway,6,2,0.06896551724137931
3772,Multiple-pathway,6,2,0.08695652173913043
3773,Multiple-pathway,6,2,0.06451612903225806
3774,Multiple-pathway,6,2,0.04878048780487805
3775,Multiple-pathway,6,2,0.02631578947368421
3776,Multiple-pathway,6,2,0.0625
3777,Multiple-pathway,6,2,0.10869565217391304
3778,Multiple-pathway,6,2,0.09090909090909091
3779,Multiple-pathway,6,2,0.0136986301369863
3780,Multiple-pathway,6,2,0.05263157894736842
3781,Multiple-pathway,6,2,0.05128205128205128
3782,Multiple-pathway,6,2,0.06666666666666667
3783,Multiple-pathway,6,2,0.10256410256410256
3784,Multiple-pathway,6,2,0.044444444444444446
3785,Multiple-pathway,6,2,0.15384615384615385
3786,Multiple-pathway,6,2,0.038461538461538464
3787,Multiple-pathway,6,2,0.047619047619047616
3788,Multiple-pathway,6,2,0.030303030303030304
3789,Multiple-pathway,6,2,0.07692307692307693
3790,Multiple-pathway,6,2,0.0958904109589041
3791,Multiple-pathway,6,2,0.06976744186046512
3792,Multiple-pathway,6,2,0.02
3793,Multiple-pathway,6,2,0.12727272727272726
3794,Multiple-pathway,6,2,0.08955223880597014
3795,Multiple-pathway,6,2,0.09433962264150944
3796,Multiple-pathway,6,2,0.09523809523809523
3797,Multiple-pathway,6,2,0.11904761904761904
3798,Multiple-pathway,6,2,0.12048192771084337
3799,Multiple-pathway,6,2,0.11320754716981132
3800,Multiple-pathway,6,2,0.09302325581395349
3801,Multiple-pathway,6,2,0.03571428571428571
3802,Multiple-pathway,6,2,0.04878048780487805
3803,Multiple-pathway,6,2,0.06666666666666667
3804,Multiple-pathway,6,2,0.05263157894736842
3805,Multiple-pathway,6,2,0.04
3806,Multiple-pathway,6,2,0.057692307692307696
3807,Multiple-pathway,6,2,0.09302325581395349
3808,Multiple-pathway,6,2,0.14814814814814814
3809,Multiple-pathway,6,2,0.06521739130434782
3810,Multiple-pathway,6,2,0.023809523809523808
3811,Multiple-pathway,6,2,0.04
3812,Multiple-pathway,6,2,0.13333333333333333
3813,Multiple-pathway,6,2,0.08333333333333333
3814,Multiple-pathway,6,2,0.08
3815,Multiple-pathway,6,2,0.10256410256410256
3816,Multiple-pathway,6,2,0.09803921568627451
3817,Multiple-pathway,6,2,0.025
3818,Multiple-pathway,6,2,0.07317073170731707
3819,Multiple-pathway,6,2,0.13043478260869565
3820,Multiple-pathway,6,2,0.06666666666666667
3821,Multiple-pathway,6,2,0.08823529411764706
3822,Multiple-pathway,6,2,0.07142857142857142
3823,Multiple-pathway,6,2,0.024691358024691357
3824,Multiple-pathway,6,2,0.0425531914893617
3825,Multiple-pathway,6,2,0.09090909090909091
3826,Multiple-pathway,6,2,0.029411764705882353
3827,Multiple-pathway,6,2,0.047619047619047616
3828,Multiple-pathway,6,2,0.16666666666666666
3829,Multiple-pathway,6,2,0.10256410256410256
3830,Multiple-pathway,6,2,0.08571428571428572
3831,Multiple-pathway,6,2,0.05555555555555555
3832,Multiple-pathway,6,2,0.056338028169014086
3833,Multiple-pathway,6,2,0.025
3834,Multiple-pathway,6,2,0.05405405405405406
3835,Multiple-pathway,6,2,0.06896551724137931
3836,Multiple-pathway,6,2,0.05714285714285714
3837,Multiple-pathway,6,2,0.09090909090909091
3838,Multiple-pathway,6,2,0.0975609756097561
3839,Multiple-pathway,6,2,0.15789473684210525
3840,Multiple-pathway,6,2,0.024390243902439025
3841,Multiple-pathway,6,2,0.07142857142857142
3842,Multiple-pathway,6,2,0.058823529411764705
3843,Multiple-pathway,6,2,0.08888888888888889
3844,Multiple-pathway,6,2,0.0967741935483871
3845,Multiple-pathway,6,2,0.07142857142857142
3846,Multiple-pathway,6,2,0.07692307692307693
3847,Multiple-pathway,6,2,0.07894736842105263
3848,Multiple-pathway,6,2,0.07142857142857142
3849,Multiple-pathway,6,2,0.02702702702702703
3850,Multiple-pathway,6,2,0.09302325581395349
3851,Multiple-pathway,6,2,0.0
3852,Multiple-pathway,6,2,0.09523809523809523
3853,Multiple-pathway,6,2,0.09375
3854,Multiple-pathway,6,2,0.09302325581395349
3855,Multiple-pathway,6,2,0.13953488372093023
3856,Multiple-pathway,6,2,0.043478260869565216
3857,Multiple-pathway,6,2,0.06521739130434782
3858,Multiple-pathway,6,2,0.04081632653061224
3859,Multiple-pathway,6,2,0.02564102564102564
3860,Multiple-pathway,6,2,0.08163265306122448
3861,Multiple-pathway,6,2,0.05555555555555555
3862,Multiple-pathway,6,2,0.06578947368421052
3863,Multiple-pathway,6,2,0.0425531914893617
3864,Multiple-pathway,6,2,0.046511627906976744
3865,Multiple-pathway,6,2,0.1724137931034483
3866,Multiple-pathway,6,2,0.024390243902439025
3867,Multiple-pathway,6,2,0.05263157894736842
3868,Multiple-pathway,6,2,0.045454545454545456
3869,Multiple-pathway,6,2,0.2127659574468085
3870,Multiple-pathway,6,2,0.05454545454545454
3871,Multiple-pathway,6,2,0.09090909090909091
3872,Multiple-pathway,6,2,0.07142857142857142
3873,Multiple-pathway,6,2,0.10256410256410256
3874,Multiple-pathway,6,2,0.029411764705882353
3875,Multiple-pathway,6,2,0.12195121951219512
3876,Multiple-pathway,6,2,0.09090909090909091
3877,Multiple-pathway,6,2,0.03125
3878,Multiple-pathway,6,2,0.047619047619047616
3879,Multiple-pathway,6,2,0.0784313725490196
3880,Multiple-pathway,6,2,0.08108108108108109
3881,Multiple-pathway,6,2,0.03571428571428571
3882,Multiple-pathway,6,2,0.05714285714285714
3883,Multiple-pathway,6,2,0.056338028169014086
3884,Multiple-pathway,6,2,0.07894736842105263
3885,Multiple-pathway,6,2,0.025
3886,Multiple-pathway,6,2,0.08695652173913043
3887,Multiple-pathway,6,2,0.11363636363636363
3888,Multiple-pathway,6,2,0.041666666666666664
3889,Multiple-pathway,6,2,0.10638297872340426
3890,Multiple-pathway,6,2,0.1388888888888889
3891,Multiple-pathway,6,2,0.08
3892,Multiple-pathway,6,2,0.05405405405405406
3893,Multiple-pathway,6,2,0.041666666666666664
3894,Multiple-pathway,6,2,0.1509433962264151
3895,Multiple-pathway,6,2,0.03571428571428571
3896,Multiple-pathway,6,2,0.0625
3897,Multiple-pathway,6,2,0.0625
3898,Multiple-pathway,6,2,0.1111111111111111
3899,Multiple-pathway,6,2,0.06666666666666667
3900,Multiple-pathway,6,2,0.04878048780487805
3901,Multiple-pathway,6,2,0.047619047619047616
3902,Multiple-pathway,6,2,0.06
3903,Multiple-pathway,6,2,0.06976744186046512
3904,Multiple-pathway,6,2,0.02702702702702703
3905,Multiple-pathway,6,2,0.06896551724137931
3906,Multiple-pathway,6,2,0.11627906976744186
3907,Multiple-pathway,6,2,0.08333333333333333
3908,Multiple-pathway,6,2,0.07692307692307693
3909,Multiple-pathway,6,2,0.021739130434782608
3910,Multiple-pathway,6,2,0.05
3911,Multiple-pathway,6,2,0.0625
3912,Multiple-pathway,6,2,0.125
3913,Multiple-pathway,6,2,0.022222222222222223
3914,Multiple-pathway,6,2,0.08163265306122448
3915,Multiple-pathway,6,2,0.07142857142857142
3916,Multiple-pathway,6,2,0.0625
3917,Multiple-pathway,6,2,0.1
3918,Multiple-pathway,6,2,0.02040816326530612
3919,Multiple-pathway,6,2,0.047619047619047616
3920,Multiple-pathway,6,2,0.05263157894736842
3921,Multiple-pathway,6,2,0.047619047619047616
3922,Multiple-pathway,6,2,0.06451612903225806
3923,Multiple-pathway,6,2,0.0625
3924,Multiple-pathway,6,2,0.025
3925,Multiple-pathway,6,2,0.06451612903225806
3926,Multiple-pathway,6,2,0.14705882352941177
3927,Multiple-pathway,6,2,0.0
3928,Multiple-pathway,6,2,0.14634146341463414
3929,Multiple-pathway,6,2,0.0684931506849315
3930,Multiple-pathway,6,2,0.06976744186046512
3931,Multiple-pathway,6,2,0.08888888888888889
3932,Multiple-pathway,6,2,0.08571428571428572
3933,Multiple-pathway,6,2,0.0625
3934,Multiple-pathway,6,2,0.058823529411764705
3935,Multiple-pathway,6,2,0.06818181818181818
3936,Multiple-pathway,6,2,0.03571428571428571
3937,Multiple-pathway,6,2,0.075
3938,Multiple-pathway,6,2,0.0
3939,Multiple-pathway,6,2,0.044444444444444446
3940,Multiple-pathway,6,2,0.10869565217391304
3941,Multiple-pathway,6,2,0.03508771929824561
3942,Multiple-pathway,6,2,0.03508771929824561
3943,Multiple-pathway,6,2,0.024390243902439025
3944,Multiple-pathway,6,2,0.18181818181818182
3945,Multiple-pathway,6,2,0.09090909090909091
3946,Multiple-pathway,6,2,0.0
3947,Multiple-pathway,6,2,0.03225806451612903
3948,Multiple-pathway,6,2,0.043478260869565216
